Date,Adress,Size,Rooms,Broker,Rent,Price
27 september 2015,"Karlsbodavägen 47, 5tr",94,4,Svenska Mäklarhuset Bromma,5947,5500000
26 september 2015,"Dalagatan 30, 1,5 tr",90,4,HusmanHagberg Vasastan,2478,8500000
24 september 2015,Svartviksslingan 65,91,4,Svensk Fastighetsförmedling,4731,6200000
24 september 2015,"Ringvägen 37, 2tr",91,4,Södermäklarna,4256,5810000
24 september 2015,"Kristinebergsvägen 28, 3tr",94,4,HusmanHagberg Kungsholmen,4098,6265000
23 september 2015,"Blecktornsstigen 12, 2 tr",95,4,Fastighetsbyrån Stockholm - Södermalm,4421,8660000
23 september 2015,"Midskeppsgatan 16, pl5",92,4,Svenska Mäklarhuset Hammarby Sjöstad,5082,6000000
23 september 2015,Sandfjärdsgatan 130,"91,5",4,SkandiaMäklarna Årsta,4647,4300000
22 september 2015,"Askängsbacken 20, 4tr",92,4,Svenska Mäklarhuset Bromma,5201,5500000
18 september 2015,Svartviksslingan 19,91,4,Svensk Fastighetsförmedling,5149,4475000
17 september 2015,Resare Bengts plan,94,4,Svensk Fastighetsförmedling,5812,4400000
17 september 2015,Resare Bengts plan,"94,5",4,Svensk Fastighetsförmedling,5876,5300000
17 september 2015,"Midskeppsgatan 16, vån 4",92,4,Södermäklarna,5082,6000000
17 september 2015,Beckombergavägen 219,93,4,Svensk Fastighetsförmedling,5009,4600000
17 september 2015,Blackebergsbacken 3,"94,5",4,Svensk Fastighetsförmedling,5420,4550000
16 september 2015,"Blecktornsstigen 3, 2 tr",93,4,Fastighetsbyrån Stockholm - Södermalm,4384,8500000
16 september 2015,"Hildebergsvägen 28, 2 tr","94,5",4,SkandiaMäklarna Hägersten,5492,5000000
16 september 2015,"Fartygsgatan 6, 3tr",91,4,Svenska Mäklarhuset Hammarby Sjöstad,5780,6050000
16 september 2015,Solberga Hagväg 18,94,4,HusmanHagberg Älvsjö,4715,3400000
15 september 2015,"Hildebergsvägen 6, 4tr",95,4,SkandiaMäklarna Hägersten,5934,5750000
12 september 2015,"Dianavägen 25, vån 3-4",95,4,Fastighetsbyrån Stockholm – Östermalm,3478,6500000
10 september 2015,"Sockenvägen 402, bv",95,4,Fastighetsbyrån Enskede,5174,4895000
10 september 2015,Telefonvägen 25,92,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,5307,4800000
10 september 2015,Grafikvägen 30,94,4,HusmanHagberg Enskede,4543,4625000
9 september 2015,"Askängsbacken 20, 1 tr",92,4,Karlsson & Uddare AB,5201,4795000
9 september 2015,"Ågesta Broväg 44, 2 tr",94,4,Svensk Fastighetsförmedling,5137,3300000
8 september 2015,"Sköntorpsvägen 7, 6tr",93,4,Svensk Fastighetsförmedling,5567,5150000
8 september 2015,Inteckningsvägen 17 G,93,4,Mäklarringen Hägersten/Skärholmen/Älvsjö,7501,3000000
8 september 2015,Stövelvägen 2 3tr,"93,7",4,Svensk Fastighetsförmedling,5526,3080000
4 september 2015,"Sankt Eriksgatan 71, vindsvåning",92,4,Länsförsäkringar Fastighetsförmedling Stockholm - Vasastan,4658,7850000
3 september 2015,"Nybohovsgränd 28, 3 tr",90,4,Notar,3772,4120000
2 september 2015,Tummelisas Gata 4,95,4,Fastighetsbyrån Bromma,5460,4270000
2 september 2015,Svartviksslingan 116,"90,5",4,Svensk Fastighetsförmedling,5031,6200000
2 september 2015,Industrigatan 8,90,4,Mäklarhuset Stockholm Innerstan,3285,6600000
1 september 2015,"Helsingforsgatan 59, 1tr",90,4,Fastighetsbyrån Kista,5443,2320000
31 augusti 2015,Folkparksvägen 166,"91,5",3,Svensk Fastighetsförmedling,5313,3700000
28 augusti 2015,Inedalsgatan 9 C,95,4,Erik Olsson Fastighetsförmedling,4410,7575000
27 augusti 2015,Björnsonsgatan 337,"92,5",4,HusmanHagberg Bromma,6771,3350000
27 augusti 2015,"Broddgränd 37, Plan 1",91,4,Tomas Mäklarbyrå AB,4341,3300000
27 augusti 2015,Skebokvarnsvägen 8 4tr,91,4,Svensk Fastighetsförmedling,5662,3750000
26 augusti 2015,Emils gata 11,95,4,Fastighetsbyrån Bromma,5375,4410000
26 augusti 2015,Ågesta Broväg 86,91,4,HusmanHagberg Farsta,4988,4225000
24 augusti 2015,Astrakangatan 102,91,4,Fastighetsbyrån Hässelby,5560,2400000
24 augusti 2015,"Sjöviksvägen 37, 6tr","93,5",4,Södermäklarna,5229,6125000
20 augusti 2015,"Majrovägen 31, 1 tr",93,4,ERA Enskede-Farsta kontoret,5811,4100000
19 augusti 2015,"Lignagatan 7, 5 tr",92,4,Fastighetsbyrån Stockholm - Södermalm,3400,6020000
19 augusti 2015,Kistvägen 18,93,4,Mäklarringen Farsta-Bandhagen-Årsta,5920,3200000
19 augusti 2015,"Torsbygatan 20, 5 tr",91,4,Svensk Fastighetsförmedling,4360,3050000
14 augusti 2015,"Majrovägen 5, 1 tr",94,4,ERA Enskede-Farsta kontoret,5908,3900000
13 augusti 2015,"Midskeppsgatan 10, 2 tr",93,4,Södermäklarna,5137,5685000
12 augusti 2015,"Slättåkragränd 10, 3 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,5204,2660000
12 augusti 2015,"Ullerudsbacken 51, 3tr",91,4,Notar,5860,3430000
12 augusti 2015,"Lumagatan 13, vån 7",95,4,Svensk Fastighetsförmedling,5146,6125000
12 augusti 2015,Träsnidarvägen 40A,91,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,5980,5220000
11 augusti 2015,"Lillhagsvägen 24, 3 tr",90,4,Svensk Fastighetsförmedling,7464,2010000
11 augusti 2015,Lillhagsvägen 18,90,4,Mäklarringen Enskede,7464,1930000
8 augusti 2015,Knäredsgränd 32,95,4,Fastighetsbyrån Hägersten/Älvsjö,4977,2550000
6 augusti 2015,Kinnaredsgränd 35,93,4,Notar,6673,3035000
6 augusti 2015,"Gröndalsvägen 210, v.3",93,4,Notar,4179,5710000
5 augusti 2015,Saimagatan 23,92,4,HusmanHagberg Kista,4880,2610000
3 augusti 2015,Hornsgatan 29 E,90,3,Nomad Mäkleri,3437,8000000
31 juli 2015,Teknologgatan 9A,94,4,Vasastansmäklarna,4298,7700000
30 juli 2015,"Sibeliusgången 40, 5 tr","93,2",4,Fastighetsbyrån Kista,5527,2450000
28 juli 2015,Ringstedsgatan 46,"91,5",4,SkandiaMäklarna Kista,5535,3295000
22 juli 2015,"Hårdvallsgatan 11, 3tr",92,4,Notar,5374,6425000
22 juli 2015,"Erik Dahlbergsgatan 24, 3tr",94,3,Notar,3898,7950000
19 juli 2015,Standarvägen 1,91,3,Fastighetsbyrån Hägersten/Älvsjö,3983,4200000
18 juli 2015,"Ålgrytebacken 10, 3 tr",94,4,Fastighetsbyrån Hägersten/Älvsjö,4052,2750000
16 juli 2015,"Hårdvallsgatan 11, 7tr",92,4,Notar,5379,6950000
10 juli 2015,"Knäredsgränd 12, 1 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,4977,2400000
6 juli 2015,"Sickla Kanalgata 10, 3tr",91,4,Svenska Mäklarhuset Hammarby Sjöstad,5610,7750000
3 juli 2015,Ekholmsvägen 230,94,4,HusmanHagberg Hägersten,4014,2800000
2 juli 2015,"Zinkens Väg 43, 4 tr",93,4,Karlsson & Uddare AB,4972,6030000
29 juni 2015,Varmfrontsgatan 23,90,4,HusmanHagberg Enskede,6154,2900000
28 juni 2015,Flystagränd 7,95,4,HusmanHagberg Vällingby/Hässelby/Spånga,4517,2875000
25 juni 2015,Västertorpsvägen 2,"90,3",4,Fastighetsbyrån Hägersten/Älvsjö,6030,3700000
25 juni 2015,Renstiernas Gata 28,91,4,Bjurfors Södermalm,3836,6720000
23 juni 2015,"Sandhamnsgatan 49, 1tr",94,4,Svensk Fastighetsförmedling Östermalm/Gärdet,4727,6425000
22 juni 2015,Mellingebacken 18,90,4,Länsförsäkringar Fastighetsförmedling Järfälla,5333,2200000
18 juni 2015,"Pargasgatan 13, bv",93,4,Fastighetsbyrån Kista,4680,2525000
18 juni 2015,Astri Taubes Torg 8,"90,5",4,SkandiaMäklarna Enskede,5047,5010000
17 juni 2015,"Kristinebergsvägen 4, vån 2",94,4,Fastighetsbyrån Stockholm - Kungsholmen,4195,5500000
13 juni 2015,Smörbrödsvägen 11,90,4,Södermäklarna,4252,3530000
12 juni 2015,Ekhagsvägen 5,91,4,Fastighetsbyrån Stockholm – Östermalm,4529,3570000
12 juni 2015,"Sibeliusgången 40, 7 tr",93,4,Fastighetsbyrån Kista,5527,2200000
11 juni 2015,Frövigatan 12 1tr,90,4,Svensk Fastighetsförmedling,4692,2450000
11 juni 2015,Skebokvarnsvägen 4,"93,5",4,Erik Olsson Fastighetsförmedling,5662,3650000
10 juni 2015,Sturehillsvägen 9,91,4,Svensk Fastighetsförmedling,4541,5240000
10 juni 2015,"Elsa Borgs Gata 46, 3 tr",91,4,Mäklarhuset Liljeholmen,5354,3630000
10 juni 2015,Nackagatan 29,90,4,Notar,5567,6150000
9 juni 2015,"Norra Agnegatan 34, 1tr ö.g",93,4,Mäklarhuset Stockholm Innerstan,3737,8560000
8 juni 2015,Sankt Eriksgatan 85 D 2,94,4,Skeppsholmen Sotheby's International Realty,3103,10975000
5 juni 2015,Orvar Odds väg 2,94,3,ERA Bostad Sthlm,4414,6500000
5 juni 2015,Wollmar Yxkullsgatan 15D ö.g vån 3,92,3,BOSTHLM Fastighetsmäklare AB,4452,7750000
4 juni 2015,Bällstavägen 242C,94,4,Fastighetsbyrån Bromma,5058,3555000
3 juni 2015,Hanna Paulis gata 33,95,4,Fastighetsbyrån Hägersten/Älvsjö,4831,3975000
3 juni 2015,"Majrovägen 35, 3 tr",93,4,ERA Enskede-Farsta kontoret,5985,3550000
3 juni 2015,Folkskolegatan 20,90,3,Svenskt Mäklarcentrum AB,5495,5500000
3 juni 2015,"Ekehjelmstorget 8, 3tr",91,4,Södermäklarna,2959,6550000
29 maj 2015,Härjedalsgatan 118,92,4,Fastighetsbyrån Hässelby/Vällingby/Spånga,4220,2390000
29 maj 2015,Standarvägen 1,91,4,Notar,3983,2950000
29 maj 2015,"Slättgårdsvägen 107, 3tr",95,4,Mäklarringen Hägersten/Skärholmen/Älvsjö,4413,3500000
27 maj 2015,"Hårdvallsgatan 11, 4 tr",92,4,Länsförsäkringar Fastighetsförmedling Stockholm - Östermalm,5379,5995000
27 maj 2015,"Stavangergatan 64, våning 5",91,4,SkandiaMäklarna Kista,5577,2400000
27 maj 2015,Bergsundsgatan 4,93,4,Svensk Fastighetsförmedling,4089,7300000
27 maj 2015,Elinsborgsbacken 31,90,4,Svensk Fastighetsförmedling,5333,1815000
26 maj 2015,"Responsgatan 5, 2 tr",90,4,SkandiaMäklarna Hägersten,4990,5850000
26 maj 2015,Ljusslingan 32,94,4,FANTASTIC FRANK SJÖSTADEN,5399,5575000
22 maj 2015,Nystadsgatan 18,92,4,Fastighetsbyrån Kista,4787,2950000
22 maj 2015,Svartviksslingan 86,"90,5",4,Svensk Fastighetsförmedling,5337,4875000
22 maj 2015,"Ymsenvägen 5, 4tr","91,5",4,Svensk Fastighetsförmedling,4375,4800000
21 maj 2015,Ålgrytebacken 3,94,4,Fastighetsbyrån Hägersten/Älvsjö,4012,2950000
21 maj 2015,"Maria Bangata 17, 9tr",90,4,Södermäklarna,4390,6550000
20 maj 2015,Västertorpsvägen 140,93,4,Tomas Mäklarbyrå AB,4120,3635000
20 maj 2015,"Glavagatan 25, 2tr",92,4,Svensk Fastighetsförmedling,5730,2980000
19 maj 2015,"Härjedalsgatan 114, vån 3 och 4",92,4,Länsförsäkringar Fastighetsförmedling Stockholm - Vällingby,4221,2470000
19 maj 2015,"Ekehjelmstorget 8, 2 tr",91,4,HusmanHagberg Södermalm/Gamla Stan,2930,6550000
19 maj 2015,"Dalagatan 35 C, 2tr",90,4,HusmanHagberg Vasastan,3644,8700000
18 maj 2015,Härjedalsgatan 130,92,4,Fastighetsbyrån Hässelby/Vällingby/Spånga,4152,2430000
18 maj 2015,Lingvägen 122,94,4,Svensk Fastighetsförmedling,5908,3550000
14 maj 2015,"Friherregatan 41, 4tr",95,4,Notar,6044,2130000
13 maj 2015,Sockenvägen 400,95,4,Fastighetsbyrån Enskede,5174,5460000
13 maj 2015,"Skäftingebacken 12, 6tr",94,4,Fastighetsbyrån Kista,5764,2200000
13 maj 2015,"Blackebergsbacken 5, 4tr","94,5",4,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,5420,3475000
13 maj 2015,"Franzéngatan 34, 7 tr",95,4,Karlsson & Uddare AB,4364,6200000
13 maj 2015,Folkparksvägen 178,"92,5",4,Svenska Mäklarhuset Älvsjö/Bandhagen,6360,3910000
12 maj 2015,Henriksdalsallén 24A,"92,5",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4876,5825000
12 maj 2015,"Hägerstensvägen 120, våning 4 av 5",93,4,Svensk Fastighetsförmedling,5098,7000000
12 maj 2015,"Drakenbergsgatan 3, 1 tr",92,4,HusmanHagberg Södermalm/Gamla Stan,4025,5950000
12 maj 2015,"Arbetargatan 15, vån 7",92,4,HusmanHagberg Kungsholmen,4666,9400000
11 maj 2015,Helsingforsgatan 47,90,4,Svensk Fastighetsförmedling,5443,2275000
8 maj 2015,Emilia Fogelklous Gata 23,95,4,Fastighetsbyrån Hägersten/Älvsjö,4294,4020000
8 maj 2015,"Mariehamnsgatan 12, 3tr",91,4,Fastighetsbyrån Kista,5283,2400000
8 maj 2015,Langelandsgatan 17,"91,5",4,HusmanHagberg Kista,4860,3000000
8 maj 2015,"Östgötagatan 29, 2 tr",90,3,HusmanHagberg Södermalm/Gamla Stan,2150,6310000
7 maj 2015,"Skagafjordsgatan 5, 1 tr",91,4,Fastighetsbyrån Kista,4574,3620000
7 maj 2015,"Marviksvägen 7, 7tr","91,5",4,Fastighetsbyrån Årsta,5276,5625000
6 maj 2015,"Stavangergatan 4, 6 tr",91,4,Fastighetsbyrån Kista,5305,2500000
5 maj 2015,Nybohovsbacken 21,91,4,Mäklarhuset Liljeholmen,4512,5000000
5 maj 2015,Sandhamnsgatan 42 E,90,4,Erik Olsson Fastighetsförmedling,6111,4300000
5 maj 2015,"Nybohovsgränd 48, 2 tr",93,4,SkandiaMäklarna Hägersten,3898,3995000
5 maj 2015,"Kubbegatan 21,2 tr",92,4,Notar,4988,3050000
4 maj 2015,Bergsrådsvägen 42,94,4,Svenska Mäklarhuset Johanneshov,5413,3850000
1 maj 2015,"Hildebergsvägen 12, 2tr",95,4,Södermäklarna,5875,5000000
30 april 2015,"Tellusgatan 17, 6 tr",95,3,Fastighetsbyrån Hägersten/Älvsjö,5291,5070000
30 april 2015,"Tideliusgatan 53, 1tr.",90,4,Fastighetsmäklarna,3586,5580000
30 april 2015,Bastuhagsvägen 57,90,4,Mäklarhuset Enskede,5035,3795000
29 april 2015,"Hildebergsvägen 6, 2tr",95,4,SkandiaMäklarna Hägersten,5934,5170000
29 april 2015,Ätravägen 20,90,4,Svensk Fastighetsförmedling,5143,4400000
28 april 2015,"Harplingegränd 96, 1 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,5105,2515000
28 april 2015,Ormbergsvägen 10,91,3,Fastighetsbyrån Hägersten/Älvsjö,5394,6050000
28 april 2015,Tummelisas gata 4,95,4,Notar,5460,3895000
27 april 2015,Malmgårdsvägen 32A,93,4,Bjurfors Södermalm,6234,6600000
25 april 2015,"Skridskovägen 13, 3 tr",92,4,Fastighetsbyrån Hägersten/Älvsjö,5911,3920000
24 april 2015,"Mariebergsgatan 15, 5tr","91,5",4,Svensk Fastighetsförmedling,4161,6650000
24 april 2015,"Kristinebergsvägen 26, 2 tr",94,4,Svensk Fastighetsförmedling,4132,5800000
23 april 2015,"Eldsbergagränd 39, 3 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,4595,2700000
23 april 2015,Härjedalsgatan 116,92,4,Mäklarhuset Vällingby-Hässelby,4220,2850000
23 april 2015,Störtloppsvägen 22,93,4,Svensk Fastighetsförmedling,4220,4240000
23 april 2015,Sickla Kanalgata 46,92,4,Svenska Mäklarhuset Hammarby Sjöstad,5561,6800000
22 april 2015,"Pollargatan 22, 2 tr",92,4,HusmanHagberg Södermalm/Gamla Stan,5256,5950000
22 april 2015,"Bergsgatan 34, ½ tr",93,4,Karlsson & Uddare AB,5217,6700000
22 april 2015,"Korphoppsgatan 28, 4 tr",92,4,HusmanHagberg Södermalm/Gamla Stan,5345,7250000
20 april 2015,"Falsterbovägen 10, nb",91,4,Svensk Fastighetsförmedling,3652,4650000
18 april 2015,"Harplingegränd 96, 1 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,5105,2560000
17 april 2015,"Majrovägen 25, 3 tr",93,4,ERA Enskede-Farsta kontoret,6719,4500000
17 april 2015,Folkparksvägen 166,"91,5",3,HusmanHagberg Älvsjö,5313,3500000
16 april 2015,Västertorpsvägen 140,95,4,Fastighetsbyrån Hägersten/Älvsjö,4198,4160000
16 april 2015,"Sjöviksvägen 37, 5tr","93,5",4,Södermäklarna,5229,6030000
15 april 2015,Fartygsgatan 6,91,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5781,5000000
15 april 2015,Langelandsgatan 20,"91,5",4,SkandiaMäklarna Kista,4425,3200000
14 april 2015,Karlsbodavägen 47,94,4,Notar,5947,4270000
8 april 2015,"Kristinebergs Strand 31, 3 tr",93,4,Bostadsrättsspecialisten,5051,8800000
3 april 2015,Narviksgatan 11 3 tr,91,4,HusmanHagberg Kista,5109,2580000
2 april 2015,"Frövigatan 12, 2tr",90,4,Hemmäklarna,4691,2320000
2 april 2015,"Segelflygsgatan 12, 1tr",90,4,Södermäklarna,5251,3060000
1 april 2015,Glädjevägen 8 b,95,4,Svensk Fastighetsförmedling,5840,1830000
31 mars 2015,"Roslagsgatan 9, 4tr",93,4,Fastighetsbyrån Stockholm - Vasastan,3646,8200000
31 mars 2015,"Tideliusgatan 59, 4 tr",90,4,Fastighetsbyrån Stockholm - Södermalm,3586,5550000
31 mars 2015,"Kristinebergsvägen 50, 3 tr",94,4,HusmanHagberg Kungsholmen,4099,6800000
27 mars 2015,Tackjärnsvägen 11,93,4,Fastighetsbyrån Bromma,3854,5010000
27 mars 2015,Nynäsvägen 321 / Stora Gungans Väg,93,4,BOSTHLM Fastighetsmäklare AB,2844,5650000
27 mars 2015,"Skäftingebacken 12, 2 tr",94,4,HusmanHagberg Vällingby/Hässelby/Spånga,5764,2040000
26 mars 2015,"Gullmarsvägen 2, 2tr",92,4,Fastighetsbyrån Enskede,4093,4700000
26 mars 2015,Kistvägen 16,93,4,Mäklarringen Farsta-Bandhagen-Årsta,5920,3570000
26 mars 2015,"Härjedalsgatan 108, vån 1-2",92,4,Länsförsäkringar Fastighetsförmedling Stockholm - Vällingby,4304,2720000
26 mars 2015,"Flintbacken 14, 5 tr","94,5",4,Södermäklarna,3735,6700000
26 mars 2015,Lingvägen 213,"92,5",4,HusmanHagberg Farsta,4097,3750000
25 mars 2015,Vintrosagatan 58 5tr,94,4,Svensk Fastighetsförmedling,6066,2495000
24 mars 2015,"Harplingegränd 76, 2 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,4724,2450000
24 mars 2015,Högalidsgatan 34C,94,4,Bjurfors Södermalm,3422,7675000
24 mars 2015,Orrfjärdsgränd 22,"91,5",4,Svensk Fastighetsförmedling,5007,5160000
18 mars 2015,"Svedalavägen 12, vån 3",93,3,Svensk Fastighetsförmedling,5136,5320000
18 mars 2015,"Lars Forssells gata 18, 2tr","92,5",4,Karlsson & Uddare AB,4670,6200000
18 mars 2015,Langelandsgatan 29,"91,5",4,HusmanHagberg Kista,5431,2930000
16 mars 2015,Inteckningsvägen 17 D,93,4,Mäklarhuset Enskede,7293,2775000
13 mars 2015,"Piongränd 11, 1 tr",95,4,Fastighetsbyrån Hässelby,5800,1750000
13 mars 2015,Sickla Kanalgata 64,91,4,FANTASTIC FRANK SJÖSTADEN,5485,6000000
11 mars 2015,Karlsbodavägen 44,"91,5",4,Svensk Fastighetsförmedling,5797,4200000
11 mars 2015,"Hildebergsvägen 8, 3tr",95,4,SkandiaMäklarna Hägersten,5875,4950000
11 mars 2015,"Korphoppsgatan 33, 1tr","93,3",4,Svenska Mäklarhuset Hammarby Sjöstad,6582,6800000
10 mars 2015,"Vantörsvägen 281, 2 tr",93,4,Fastighetsbyrån Hägersten/Älvsjö,4186,4025000
9 mars 2015,"Solberga Hagväg 13, 4tr",94,4,Mäklarhuset Älvsjö,4622,2800000
5 mars 2015,"Vintrosagatan 54, 2tr",90,4,Svensk Fastighetsförmedling,4545,2365000
5 mars 2015,"Tämnarvägen 32 a, 3 tr",90,4,Svensk Fastighetsförmedling,4619,4700000
26 februari 2015,P O Hallmans Gata 1,91,4,Erik Olsson Fastighetsförmedling,5880,6000000
26 februari 2015,"Morupsgränd 11, 1 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,4775,2730000
24 februari 2015,"Oddegatan 10, 4tr",95,4,HusmanHagberg Kista,5919,2705000
19 februari 2015,Svärdlångsvägen 21 A,94,4,Södermäklarna,6834,4200000
18 februari 2015,"Sjöfartsgatan 9, 5 tr","90,5",4,Svensk Fastighetsförmedling,5518,5650000
18 februari 2015,Klockhammarsgränd 48,90,4,Svensk Fastighetsförmedling,4174,3450000
17 februari 2015,"Marviksvägen 7, 5tr","91,5",4,Svensk Fastighetsförmedling,5276,5400000
14 februari 2015,"Pelle svanslös gata 3, 3tr",95,4,Svenska Mäklarhuset Bromma,5265,3800000
12 februari 2015,"Sankt Eriksgatan 25 A , 1 tr",94,4,Svensk Fastighetsförmedling,3270,6550000
11 februari 2015,"Majrovägen 1, 1tr",92,4,Svensk Fastighetsförmedling,5829,4000000
11 februari 2015,"Karlaplan 15 A, 4tr",94,4,Svensk Fastighetsförmedling Östermalm/Gärdet,3295,10200000
11 februari 2015,Instrumentvägen 35,95,4,Svensk Fastighetsförmedling,5643,4540000
10 februari 2015,"Lars Forssells gata 18, Vån 4","92,5",4,Svensk Fastighetsförmedling,4870,6150000
10 februari 2015,"Slättåkragränd 58, 1 tr",95,4,Notar,5339,2350000
6 februari 2015,Lillhagsvägen 32,90,4,SkandiaMäklarna Älvsjö,7264,2100000
5 februari 2015,"Fleminggatan 49, vån 3",92,4,Fastighetsbyrån Stockholm - Kungsholmen,2889,7400000
5 februari 2015,Annedalsvägen 26,"93,5",4,Fastighetsbyrån Bromma,5200,4200000
4 februari 2015,Telefonvägen 21,95,4,Fastighetsbyrån Hägersten/Älvsjö,5480,4925000
4 februari 2015,Folkparksvägen 130,94,4,Svenska Mäklarhuset Älvsjö/Bandhagen,4961,3875000
3 februari 2015,"Pargasgatan 13, bv",93,4,Fastighetsbyrån Kista,4680,2475000
30 januari 2015,Svartviksslingan 35,91,4,Svensk Fastighetsförmedling,5218,4900000
30 januari 2015,"Valhallavägen 158, 3,5tr",92,3,Oscars Fastighetsmäkleri KB,3667,7700000
30 januari 2015,"Skäftingebacken 34, entréplan",91,4,Fastighetsbyrån Kista,5441,1650000
29 januari 2015,Mariehällsvägen 12,"91,7",4,Fastighetsbyrån Bromma,5676,4000000
28 januari 2015,"Sjöfartsgatan 3, 4tr","90,5",4,Notar,5353,5495000
28 januari 2015,Stenkullavägen 54,94,4,Fastighetsbyrån Bromma,3472,5075000
26 januari 2015,"Emils Gata, lägenhet 31603",94,4,Fastighetsbyrån Bromma,5364,4495000
26 januari 2015,"Ågesta Broväg 63, 4tr",91,4,Notar,5707,3000000
23 januari 2015,Majrovägen 23,93,4,SkandiaMäklarna Enskede,6229,3400000
22 januari 2015,"Tulegatan 43, 6tr","90,3",4,HusmanHagberg Vasastan,3513,7300000
21 januari 2015,"Götalandsvägen 251, 3 tr",94,4,Fastighetsbyrån Hägersten/Älvsjö,5279,3610000
21 januari 2015,Glädjevägen 6B,95,4,HusmanHagberg Vällingby/Hässelby/Spånga,5839,1695000
16 januari 2015,"Torneågatan 31, 2 tr",93,4,HusmanHagberg Kista,4843,2110000
15 januari 2015,Älvsåkersgränd 7,95,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,6334,1800000
15 januari 2015,"Mellingebacken 18, 4tr",94,4,Fastighetsbyrån Kista,6088,1850000
15 januari 2015,"Mariehällsvägen 16, 3tr","91,8",4,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,5922,4150000
14 januari 2015,"Inteckningsvägen 17G, 1tr",93,4,Fastighetsbyrån Hägersten/Älvsjö,7293,3200000
14 januari 2015,Lars Forssells Gata 18,"92,5",4,Erik Olsson Fastighetsförmedling,4670,6295000
14 januari 2015,"Hammarby Allé 157, 1tr",92,4,Svensk Fastighetsförmedling,5325,4950000
14 januari 2015,Hildebergsvägen 2,95,4,Fastighetsbyrån Hägersten/Älvsjö,5794,4550000
14 januari 2015,Redargatan 3,93,3,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5911,5000000
8 januari 2015,"Kotkagatan 17, 4tr",93,4,Fastighetsbyrån Kista,5192,2050000
7 januari 2015,"Torneågatan 39, 2 tr",93,4,Fastighetsbyrån Kista,4458,2380000
17 december 2014,"Sköndalsvägen 108, 3tr","92,5",4,Svensk Fastighetsförmedling,4871,3120000
14 december 2014,Grenljusbacken 21,90,4,Svensk Fastighetsförmedling,3994,3860000
10 december 2014,"Kubbegatan 3, 1tr",95,4,Notar,4597,2860000
9 december 2014,"Sjöviksvägen 37, 3 tr","93,5",4,Södermäklarna Liljeholmen,5505,5400000
7 december 2014,"Ymsenvägen 3, 4tr",91,4,Fastighetsbyrån Årsta,4350,4650000
7 december 2014,Lillhagsvägen 24,90,4,SkandiaMäklarna Älvsjö,7464,1780000
4 december 2014,Astrakangatan 100,91,4,Fastighetsbyrån Hässelby,5299,1850000
4 december 2014,"Skäftingebacken 15, entréplan",90,4,Fastighetsbyrån Kista,5333,1575000
3 december 2014,Emils gata,95,4,Fastighetsbyrån Bromma,5362,3395000
3 december 2014,Beckombergavägen 219,93,4,Fastighetsbyrån Bromma,5567,3100000
3 december 2014,Beckombergavägen 215,93,4,Fastighetsbyrån Bromma,5567,2950000
3 december 2014,Beckombergavägen 215,93,4,Fastighetsbyrån Bromma,5567,3250000
1 december 2014,"Torsbygatan 34, 7tr",91,4,Svensk Fastighetsförmedling,4389,2650000
28 november 2014,"Torsbygatan 34, bv","91,5",4,Fastighetsbyrån Farsta/ Högdalen/ Skogås,4317,2360000
26 november 2014,"Karlbergsvägen 58, 4 tr.",94,3,Bostadsrättsspecialisten,2923,7100000
22 november 2014,Selebovägen 4,90,4,Mäklarringen Farsta-Bandhagen-Årsta,5049,3340000
20 november 2014,Askängsbacken 20,92,4,BOSTHLM Fastighetsmäklare AB,5205,3750000
19 november 2014,"Swedenborgsgatan 26, 5tr",92,4,BOSTHLM Fastighetsmäklare AB,4647,5800000
19 november 2014,Slåttervallsgatan 13,94,4,Notar,5243,5570000
19 november 2014,"Sköntorpsvägen 124, 3tr",94,4,Svensk Fastighetsförmedling,4779,4170000
19 november 2014,"Olof Palmes gata 14, 5 tr",93,4,Fastighetsbyrån Stockholm - Vasastan,3637,7350000
19 november 2014,"Drottningholmsvägen 13, 2 tr",90,4,Fastighetsbyrån Stockholm - Kungsholmen,3392,6750000
18 november 2014,"Hållsätrabacken 32, 1 tr","94,5",4,Fastighetsbyrån Hägersten/Älvsjö,5300,2250000
16 november 2014,Västerled 24A,93,4,Svenska Mäklarhuset Bromma,4741,5400000
15 november 2014,"Stövelvägen 4, 3 tr","93,7",4,Fastighetsbyrån Hägersten/Älvsjö,5526,2650000
14 november 2014,"Skebokvarnsvägen 366, 8tr","92,5",4,Svenska Mäklarhuset Älvsjö/Bandhagen,6266,2600000
