Date,Adress,Size,Rooms,Broker,Rent,Price
24 oktober 2019,Allévägen 14 C,92,4,HusmanHagberg Bromma,5205,7300000
24 oktober 2019,"Störtloppsvägen 42, vån 3 av 3",91,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4875,4250000
23 oktober 2019,Skäftingebacken 21,94,4,Notar,6447,2050000
23 oktober 2019,Döbelnsgatan 91,93,4,Erik Olsson Fastighetsförmedling,1826,9900000
23 oktober 2019,"Hornsgatan 141C, 7 tr",95,3,Fastighetsmäklarna,4116,7800000
22 oktober 2019,"Lofotengatan 23, 4tr",91,4,Fastighetsbyrån Kista,5914,2550000
18 oktober 2019,"Skäftingebacken 25, Våning 4 av 4",94,4,Länsförsäkringar Fastighetsförmedling Stockholm - Kista/Tensta,6447,2100000
18 oktober 2019,Tideliusgatan 55,94,4,HusmanHagberg Södermalm/Gamla Stan,4174,6175000
17 oktober 2019,"Sandelsgatan 28, 3tr",93,4,Notar,3216,8400000
16 oktober 2019,Erik Tegels Väg 39,93,4,Mäklarhuset Spånga,5124,2475000
12 oktober 2019,Västertorpsvägen 12,92,4,HusmanHagberg Hägersten,5911,4200000
10 oktober 2019,"Lilla Aspuddsvägen 2, vån 3 av 4",95,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4727,7550000
10 oktober 2019,Sturehillsvägen 5,91,4,Mäklarhuset Liljeholmen,4541,5625000
9 oktober 2019,"Storängsgatan 1, 6 tr",94,4,Fastighetsbyrån Stockholm – Norra Djurgårdsstaden,5823,7200000
9 oktober 2019,Morupsgränd 11,95,4,Svensk Fastighetsförmedling Älvsjö,4761,2600000
9 oktober 2019,"Tomtebogatan 42, 1 tr",91,4,Svensk Fastighetsförmedling Sthlm Vasastan,3434,8600000
8 oktober 2019,"Lofotengatan 15, 2tr",91,4,HusmanHagberg Kista,5849,2630000
7 oktober 2019,Värmlandsvägen 9c,91,4,Mäklarhuset Enskede,5416,3400000
7 oktober 2019,"Polhemsgatan 31, vån 5 / 6","91,6",3,BOSTHLM Fastighetsmäklare AB,3381,7935000
7 oktober 2019,Elkabelgatan 1,92,4,BOSTHLM Älvsjö,4787,4400000
4 oktober 2019,Elin Wägners gata 47,92,4,Hägerstens Mäklare,6070,3500000
3 oktober 2019,Mariestadsvägen 17,92,4,Svenska Mäklarhuset Johanneshov,5651,5200000
3 oktober 2019,"Bågljusvägen 3, 5 tr","91,5",4,Svensk Fastighetsförmedling Sthlm Kungsholmen,5460,6850000
2 oktober 2019,"Hammarby Allé 119, 2tr",91,4,Svenska Mäklarhuset Hammarby Sjöstad,4299,5850000
2 oktober 2019,Årstavägen 7,95,4,Svensk Fastighetsförmedling Årsta,5433,5250000
2 oktober 2019,"Surbrunnsgatan 64, 3 tr",93,4,Vasastansmäklarna,4275,8500000
2 oktober 2019,"Vårgatan 3A, vån 3 av 3",91,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4804,8310000
2 oktober 2019,"Skäftingebacken 9, 3 Tr",94,4,Mäklarhuset Spånga,6506,2200000
1 oktober 2019,Götgatan 102,90,4,Fastighetsbyrån Stockholm - Södermalm,3857,6000000
1 oktober 2019,"Valhallavägen 150 C, 4 tr",94,4,Mäklarringen Stockholms Innerstad,3368,9450000
1 oktober 2019,Kabelverksgatan 32 5tr,95,4,BOSTHLM Älvsjö,4944,4620000
27 september 2019,Lidköpingsvägen 28,95,4,Svenska Mäklarhuset Johanneshov,4398,4700000
26 september 2019,"Pepparvägen 60, 2 tr",91,4,Fastighetsbyrån Farsta/ Högdalen/ Skogås,5460,3350000
26 september 2019,"Maltesholmsvägen 153, 6tr",91,4,Mäklarringen Vällingby/Hässelby,5665,3350000
26 september 2019,Nystadsgatan 20,92,4,Fastighetsbyrån Kista,5026,2990000
26 september 2019,Valhallavägen 150 C,94,4,Lagerlings,3368,9500000
25 september 2019,Skeppstavägen 9,92,4,Mäklarringen Farsta-Bandhagen-Årsta,5457,2900000
25 september 2019,"Virkesvägen 17C, pl 5",92,4,Svenska Mäklarhuset Hammarby Sjöstad,4747,6495000
24 september 2019,"Spikskogatan 16, 4tr",93,4,Erik Olsson Nyproduktion,5212,4395000
23 september 2019,"Ålgrytebacken 16, 1 tr",94,4,Fastighetsbyrån Gamla Skärholmen,4052,3600000
23 september 2019,"Nina Einhorns gata 1, vån 10","92,5",4,Grand Fastighetsförmedling,4762,8050000
23 september 2019,Prästgårdsgränd 7,93,4,BOSTHLM Älvsjö,4386,4010000
22 september 2019,"Jämtlandsgatan 99, Vån 10 av 11 (13101)",91,4,Mäklarhuset Vällingby-Hässelby,4815,4189500
22 september 2019,"Valhallavägen 141, 3 tr","94,5",4,Bjurfors Östermalm/Lidingö,4514,7800000
21 september 2019,"Drakenbergsgatan 15, 6 tr",92,4,Fastighetsbyrån Stockholm - Södermalm,3824,7125000
21 september 2019,Hammarbyterrassen 7,95,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4853,7100000
21 september 2019,Gullmarsvägen 2,92,4,Mäklarhuset Saltsjö-Boo,4988,5500000
20 september 2019,"Textilgatan 25, 3 tr",95,4,Karlsson & Uddare AB,5156,6900000
19 september 2019,Götgatan 124,95,4,Fastighetsbyrån Stockholm - Södermalm,4043,6040000
19 september 2019,Klintbacken 56 B,90,4,Fastighetsbyrån Bromma,5241,5040000
19 september 2019,"Tummelisas Gata 4, högst upp",94,4,Svenska Mäklarhuset Bromma,5460,4900000
19 september 2019,"Sandalettgatan 1,",93,4,Mäklarhuset Älvsjö,4992,4510000
19 september 2019,"Skeppargatan 90, 2 tr",91,4,Vision Mäkleri AB,3315,8360000
18 september 2019,Bobergsgatan 12,93,4,Fastighetsbyrån Stockholm – Norra Djurgårdsstaden,5334,8050000
18 september 2019,"Fallskärmsgatan 2, 3tr",90,4,Notar,5257,2850000
17 september 2019,Slättgårdsvägen 103,95,4,Fastighetsbyrån Hägersten/Älvsjö,5241,3600000
17 september 2019,Tummelisas gata 4,94,4,Fastighetsbyrån Bromma,5460,4710000
17 september 2019,"Knäredsgränd 32, bv",95,4,Notar,5281,3150000
16 september 2019,Fredriksdalsgatan 24,"90,5",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5069,7800000
15 september 2019,"Lumagatan 13, pl 6",95,4,Svenska Mäklarhuset Hammarby Sjöstad,4374,6200000
13 september 2019,"Hantverkargatan 44, 1 tr",91,4,SMH Living,4619,7900000
13 september 2019,Svartviksslingan 1,"91,5",4,BOSTHLM Fastighetsmäklare AB,5982,4400000
12 september 2019,Bjulevägen 21,94,4,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,7577,3400000
12 september 2019,Paternostervägen 58,91,4,Bjurfors Hammarby/Skarpnäck & Farsta,4724,4775000
12 september 2019,"Ormbergsvägen 10, 4 tr",90,3,Fastighetsbyrån Hägersten/Älvsjö,3700,6275000
11 september 2019,"Sandfjärdsgatan 33, 12 tr","91,5",4,Svensk Fastighetsförmedling Årsta,5034,4500000
11 september 2019,Tackjärnsvägen 13,93,4,Mäklarringen Bromma,3854,4725000
8 september 2019,"Tegnérlunden 4, plan 2",92,4,HusmanHagberg Vasastan,2683,8700000
7 september 2019,Götgatan 102,90,4,Fastighetsbyrån Stockholm - Södermalm,3857,6700000
7 september 2019,Segelbåtsvägen 10,90,4,Erik Olsson Fastighetsförmedling,5612,5900000
6 september 2019,"Svartviksslingan 102, 3tr",91,4,Fastighetsbyrån Bromma,5345,4325000
6 september 2019,"Nybohovsgränd 28, 3tr",90,4,Notar,4149,4120000
5 september 2019,Vättersvägen 28,95,4,Svensk Fastighetsförmedling Årsta,4144,5235000
3 september 2019,Puckgränd 25,91,4,Storstad Lokaler & Bostäder,4090,3700000
2 september 2019,Slättåkragränd 42,95,4,SkandiaMäklarna Årsta,5255,2450000
1 september 2019,Torsplan 8,91,4,Unik Fastighetsförmedling AB,5176,9200000
30 augusti 2019,Tackjärnsvägen 12,93,4,Notar,4027,4825000
30 augusti 2019,Vantörsvägen 275,"94,5",4,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,4373,4150000
29 augusti 2019,"Värtavägen 23, 4 tr",95,4,Alicia Edelman Fastighetsmäkleri,4763,9075000
29 augusti 2019,Lillhagsvägen 14,90,4,Mäklarringen Farsta-Bandhagen-Årsta,6259,2400000
29 augusti 2019,Skeppstavägen 9,92,4,"Stockholm, Högdalen - ERA Hem Mäklarna",5456,3000000
29 augusti 2019,"Bondegatan 25 B, 1 tr (vån 2)","92,5",4,Mäklarhuset Stockholm Innerstan,5095,6700000
28 augusti 2019,Alströmergatan 32 H,91,4,Fastighetsbyrån Stockholm - Kungsholmen,4444,6920000
28 augusti 2019,"Ymsenvägen 3, 5 tr",91,4,Svensk Fastighetsförmedling Årsta,4401,5620000
27 augusti 2019,Virkesvägen 19D,93,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4794,6760000
27 augusti 2019,Beckomberga Ängsväg 24,91,4,Svenska Mäklarhuset Bromma,4730,4450000
27 augusti 2019,"Sandhamnsgatan 49, 4 tr",92,4,Fastighetsmäklarna,4719,8500000
26 augusti 2019,"Torsplan 10, plan 10",92,4,HusmanHagberg Vasastan,5357,9800000
25 augusti 2019,"Sköntorpsvägen 5, 4tr",93,4,Fastighetsbyrån Årsta,5793,4700000
24 augusti 2019,Gamla Huddingevägen 444,95,4,SkandiaMäklarna Älvsjö,5094,4200000
23 augusti 2019,Skeppstavägen 29,93,4,Fastighetsbyrån Farsta/ Högdalen/ Skogås,5516,3030000
23 augusti 2019,"Ymsenvägen 5, 6 tr","91,5",4,Notar,4466,5310000
22 augusti 2019,Skebokvarnsvägen 51A,"90,5",4,Mäklarringen Farsta-Bandhagen-Årsta,4982,4350000
22 augusti 2019,Kärrtorpsvägen 7,94,4,Svenska Mäklarhuset Johanneshov,4740,4875000
22 augusti 2019,Maria Prästgårdsgata 26,94,4,BOSTHLM Fastighetsmäklare AB,3515,8600000
21 augusti 2019,Sorögatan 41,"91,5",4,Fastighetsbyrån Kista,6054,2510000
21 augusti 2019,"Lindhagensgatan 135, 2 tr","93,5",4,Karlsson & Uddare AB,3438,6575000
20 augusti 2019,Valhallavägen 146 A 2 tr,94,4,Mäklarringen Stockholms Innerstad,3368,8200000
20 augusti 2019,"Valhallavägen 148D, 4 tr",94,4,Bostadsrättsspecialisten,3393,9510000
20 augusti 2019,"Upplandsgatan 24 A, 3 tr",95,3,Bostadsrättsspecialisten,4117,8750000
16 augusti 2019,"Korphoppsgatan 33, 4tr","93,3",4,Södermäklarna,5792,7400000
16 augusti 2019,"Vantörsvägen 285, vån 2","93,5",4,Fastighetsbyrån Hägersten/Älvsjö,4284,3980000
16 augusti 2019,"Jämtlandsgatan 107, Vån 9 (11091)",91,4,Mäklarhuset Vällingby-Hässelby,4815,4195000
14 augusti 2019,"Friherregatan 43, BV",95,4,Fastighetsbyrån Hässelby,6045,2400000
13 augusti 2019,"Tummelisas Gata 4, 1tr",95,4,Bjurfors Bromma,5460,4550000
13 augusti 2019,"Erik Dahlbergsgatan 36, 3 tr",90,3,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,4597,9000000
10 augusti 2019,Nybohovsbacken 46,94,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,5716,5950000
7 augusti 2019,"Högviltsgatan 5, 1tr",91,4,Notar,4493,7025000
7 augusti 2019,Tideliusgatan 55,90,4,Fastighetsmäklarna,4199,6200000
2 augusti 2019,"Ågesta Broväg 42, vån 3",94,4,HusmanHagberg Farsta,5293,3650000
23 juli 2019,Sandfjärdsgatan 106 - Accepterat pris,"91,5",4,Erik Olsson Fastighetsförmedling,4720,3970000
22 juli 2019,Lämmelgränd 11,91,4,Fastighetsbyrån Bromma,4576,6380000
16 juli 2019,"Gransätragränd 25, 2tr","94,5",4,Tomas Mäklarbyrå AB,4980,2900000
9 juli 2019,Ringstedsgatan 5,"91,5",4,HusmanHagberg Kista,5534,2590000
9 juli 2019,"Edagränd 12, 5 tr",93,4,HusmanHagberg Farsta,5411,4300000
9 juli 2019,"Bäverdammsgränd 86, vån 5","90,5",4,Svenska Mäklarhuset Älvsjö/Bandhagen,5865,2300000
7 juli 2019,Sorögatan 89,"91,5",4,HusmanHagberg Kista,6054,2500000
3 juli 2019,"Ångströmsgatan 9, 3 tr",92,4,Mäklarhuset Stockholm Innerstan,4576,8650000
2 juli 2019,"Jämtlandsgatan 107, Vån 8 (11081)",91,4,Mäklarhuset Vällingby-Hässelby,4815,4135500
30 juni 2019,Bäverbäcksgränd 70,93,4,Fastighetsbyrån Farsta/ Högdalen/ Skogås,6624,2150000
29 juni 2019,Björngårdsgatan 8,92,4,Bjurfors Södermalm,4115,9500000
28 juni 2019,Löjtnantsgatan 12,91,4,Eklund Stockholm New York,3071,7910000
25 juni 2019,"Ekfatsgatan 4, 6 tr",90,4,Södermäklarna,4789,6600000
20 juni 2019,"Rådmansgatan 75, 2 tr.",95,4,Svensk Fastighetsförmedling Sthlm Vasastan,3459,7060000
19 juni 2019,"Glädjevägen 8b, 1tr",95,4,Svensk Fastighetsförmedling Vällingby/Hässelby/Spånga,5840,2300000
19 juni 2019,Geijersvägen 24,94,4,Nestor Fastighetsmäkleri,4195,6450000
15 juni 2019,"Vinodlargatan 6, 2tr",95,4,BOSTHLM Älvsjö,5317,6275000
14 juni 2019,"Tideliusgränd 7, 3 tr",92,4,Fastighetsbyrån Stockholm - Södermalm,4916,7600000
14 juni 2019,Selebovägen 4,90,4,SkandiaMäklarna Enskede,5302,4160000
13 juni 2019,Tackjärnsvägen 12,"90,5",4,Fastighetsbyrån Bromma,3941,5000000
13 juni 2019,"Alpvägen 27, vån 6 av 6",95,4,Svenska Mäklarhuset Bromma,4827,5450000
13 juni 2019,Ymsenvägen 5,"91,5",4,Svensk Fastighetsförmedling Årsta,4274,5250000
12 juni 2019,"Sjöfartsgatan 3, vån 4","90,5",4,Södermäklarna,5192,7100000
12 juni 2019,"Mariebergsgatan 15, vån 1","91,5",4,HusmanHagberg Kungsholmen,4141,6150000
11 juni 2019,"Mariehällsvägen 16, 3tr","91,8",4,Bjurfors Bromma,5478,4850000
7 juni 2019,Glädjevägen 2B,95,4,HusmanHagberg Vällingby/Hässelby/Spånga,5840,3000000
5 juni 2019,"Ekholmsvägen 206, 3tr",94,4,Fastighetsbyrån Gamla Skärholmen,4014,3000000
5 juni 2019,Högbergsgatan 75B,90,4,Fastighetsbyrån Stockholm - Södermalm,2755,6900000
5 juni 2019,"Värtavägen 30, 2tr","91,5",4,Notar,1928,7800000
5 juni 2019,Blekingegatan 29,95,4,BOSTHLM Fastighetsmäklare AB,5883,5140290
31 maj 2019,Gransätragränd 25,92,4,HusmanHagberg Hägersten,5036,2850000
31 maj 2019,Primusgatan 64,92,4,Karlsson & Uddare AB,5580,6000000
29 maj 2019,Beckomberga allé 8,90,4,Fastighetsbyrån Bromma,3868,4500000
29 maj 2019,Bergtallsvägen 19,91,4,SkandiaMäklarna Älvsjö,4312,5100000
29 maj 2019,Nockeby Torg 27,95,4,Fjelkners Fastighetsmäkleri,4268,6170000
29 maj 2019,"Blekegatan 3, 5 tr",95,4,BOSTHLM Fastighetsmäklare AB,4374,5930000
28 maj 2019,"Elinsborgsbacken 35, 2 tr",94,4,HusmanHagberg Kista,6329,2020000
27 maj 2019,"Harplingegränd 16, 1 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,5470,2720000
24 maj 2019,Tideliusgränd 7,92,4,Fastighetsbyrån Stockholm - Södermalm,4913,7400000
24 maj 2019,"Kristinebergsvägen 14, 2tr",94,4,SkandiaMäklarna Stockholm Kungsholmen,4068,5600000
23 maj 2019,"Våxtorpsgränd 26, 3 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,5410,2710000
23 maj 2019,Tjärhovsgatan 12,93,4,SkandiaMäklarna Stockholm Södermalm,1919,7600000
23 maj 2019,Valhallavägen 80,90,3,Eklund Stockholm New York,5353,7490000
23 maj 2019,"Johan Skyttes väg 372, högst upp",91,3,BOSTHLM Älvsjö,5573,5325000
22 maj 2019,"Helsingforsgatan 31, 1tr",90,4,HusmanHagberg Kista,5295,2400000
22 maj 2019,"Sköntorpsvägen 128, 3 tr",94,4,Svensk Fastighetsförmedling Årsta,5218,5485000
22 maj 2019,"Norra Stationsgatan 95A, 2 tr",93,4,Bostadsrättsspecialisten,3569,6775000
22 maj 2019,"Kabelverksgatan 3, vån 5",94,4,BOSTHLM Älvsjö,4859,4600000
20 maj 2019,Ekhagsvägen 9,93,4,Historiska Hem,4799,6750000
20 maj 2019,"Majrovägen 1, 2tr",92,4,Svensk Fastighetsförmedling Farsta-Enskede,5863,4500000
17 maj 2019,"Kaskögatan 30, 1tr",90,4,Fastighetsbyrån Kista,5487,2310000
17 maj 2019,Slättåkragränd 10,95,4,SkandiaMäklarna Årsta,5255,2400000
17 maj 2019,"Klara Tvärgränd 5, 10 tr",90,4,Erik Olsson Fastighetsförmedling,4705,7970000
16 maj 2019,Nybohovsbacken 44,94,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,5716,6000000
16 maj 2019,"Wollmar Yxkullsgatan 38, 4tr",91,4,Erik Olsson Fastighetsförmedling,2979,7310000
15 maj 2019,Trollesundsvägen 48,"90,5",4,Bjurfors Enskede,6226,3320000
15 maj 2019,"Torsbygatan 34, 7tr",91,4,Notar,4389,3400000
15 maj 2019,"Slåttervallsgatan 13, 4tr",94,4,Notar,4234,7530000
15 maj 2019,Solberga Ängsväg 5A,"92,5",4,BOSTHLM Älvsjö,5585,3250000
14 maj 2019,"Beckomberga allé 6, vån 4","90,5",4,Fastighetsbyrån Bromma,4708,4300000
13 maj 2019,Svartviksslingan 88,"90,5",4,Fastighetsbyrån Bromma,5071,5450000
13 maj 2019,"Ångströmsgatan 9, 5tr",92,4,SkandiaMäklarna Stockholm Kungsholmen,4575,8160000
10 maj 2019,"Fredriksdalsgatan 11, 3tr","93,5",4,Svensk Fastighetsförmedling Hammarby Sjöstad,4868,8050000
10 maj 2019,Bastuhagsvägen 57,90,4,Länsförsäkringar Fastighetsförmedling Stockholm - Bandhagen,5034,4300000
9 maj 2019,Storsegelvägen 10,90,4,Fastighetsbyrån Hägersten/Älvsjö,4875,6400000
9 maj 2019,Nybodaringen 9,"90,5",4,Fastighetsbyrån Hägersten/Älvsjö,6667,4640000
9 maj 2019,Ormbergsvägen 1,91,3,Fastighetsbyrån Hägersten/Älvsjö,4449,7620000
9 maj 2019,"Mörtvikskroken 13, 1 & 2tr",95,4,Notar,4006,6350000
9 maj 2019,"Sankt Göransgatan 102, 4 tr",91,3,Svensk Fastighetsförmedling Sthlm Kungsholmen,4299,6400000
9 maj 2019,"Sankt Eriksplan 15, 5 tr",90,3,Bostadsrättsspecialisten,3570,10100000
9 maj 2019,Sandfjärdsgatan 110,"91,5",4,Svenska Mäklarhuset Hammarby Sjöstad,4720,4300000
8 maj 2019,"Vingavägen 8, 3tr","94,5",4,Fastighetsbyrån Enskede,5328,5200000
8 maj 2019,"Fredriksdalsgatan 11, våning 7","93,5",4,Svenska Mäklarhuset Hammarby Sjöstad,4868,8200000
8 maj 2019,Paternostervägen 58,91,4,Mäklarhuset Hammarbyhöjden,4724,4800000
7 maj 2019,Stövelvägen 5,"93,7",4,SkandiaMäklarna Älvsjö,5992,2995000
6 maj 2019,Sköntorpsvägen 5,92,4,Notar,5769,4500000
4 maj 2019,Tideliusgränd 7,92,4,Fastighetsbyrån Stockholm - Södermalm,4913,6920000
3 maj 2019,Blackebergsbacken 5,"94,5",4,Notar,5420,4630000
3 maj 2019,Garagevägen 21,93,4,Svensk Fastighetsförmedling Hammarbyhöjden,5119,5300000
3 maj 2019,Norra Agnegatan 34,95,4,SkandiaMäklarna Stockholm Kungsholmen,3814,9100000
3 maj 2019,"Nordenflychtsvägen 69, 7tr",95,4,Erik Olsson Fastighetsförmedling,4734,6950000
2 maj 2019,Skedviksvägen 44,"94,5",4,Svensk Fastighetsförmedling Årsta,5477,4825000
2 maj 2019,Drakenbergsgatan 21,92,4,Fastighetsbyrån Stockholm - Södermalm,3824,6900000
2 maj 2019,Skäftingebacken 3,94,4,Notar,6506,2220000
1 maj 2019,Korphoppsgatan 33,"93,7",4,Södermäklarna,5817,6900000
30 april 2019,"Ullaredsgränd 24, 2 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,5456,2700000
30 april 2019,Pontonjärgatan 45,94,4,Bjurfors Kungsholmen,4852,7900000
29 april 2019,Eldsbergagränd 26,95,4,SkandiaMäklarna Årsta,5031,2850000
25 april 2019,"Olaus Petrigatan 2, 2tr",94,4,Notar,3780,8650000
24 april 2019,"Folkparksvägen 160, vån 5","90,5",3,Fastighetsbyrån Hägersten/Älvsjö,5266,3810000
24 april 2019,"Annedalsvägen 54, 1 tr",91,4,Bjurfors Bromma,5350,4050000
24 april 2019,"Glädjevägen 8B, 2 tr",95,4,Mäklarringen Vällingby/Hässelby,5840,2500000
24 april 2019,Karlaplan 19a,94,4,Lagerlings,3147,9100000
22 april 2019,Ålgrytebacken 8,94,4,Notar,4133,3140000
22 april 2019,"Norra Stationsgatan 111, 2tr",95,4,HusmanHagberg Vasastan,4298,6650000
19 april 2019,Ellen Keys Gata 68,92,4,Svenska Mäklarhuset Hägersten/Liljeholmen,4337,4470000
18 april 2019,Ringstedsgatan 47,"91,5",4,Fastighetsbyrån Kista,5534,3060000
18 april 2019,"Jämtlandsgatan 88, ½ tr",90,4,Mäklarringen Vällingby/Hässelby,5054,2715000
14 april 2019,"Maria Röhls Väg 11, 3tr",95,4,Notar,4608,6300000
13 april 2019,Askängsbacken 20,92,4,Bjurfors Bromma,5629,5000000
13 april 2019,"Ullvidevägen 23, EP",91,4,Fastighetsbyrån Hässelby/Vällingby/Spånga,4464,2480000
12 april 2019,Gubbkärrsvägen 29H,95,4,Svenska Mäklarhuset Bromma,6281,3900000
11 april 2019,"Torsbygatan 20, 5 tr",91,4,Fastighetsbyrån Farsta/ Högdalen/ Skogås,4360,3110000
11 april 2019,"Industrigatan 2, 6tr",93,4,Edward & Partners Fastighetsmäklare AB,5079,8550000
10 april 2019,"Bergslagsvägen 76, 6tr","90,5",4,Fastighetsbyrån Bromma,4904,4325000
9 april 2019,"Pettsons Gata 4, 1tr",94,3,Bjurfors Bromma,5056,3950000
9 april 2019,Edagränd 18 2tr,93,4,HusmanHagberg Farsta,5191,3940000
9 april 2019,Ätravägen 20,90,4,Svensk Fastighetsförmedling Farsta-Enskede,5143,5400000
8 april 2019,"Götalandsvägen 230, 4tr",93,4,Mäklarringen Enskede,4824,4450000
6 april 2019,"Henriksdalsallén 24, 4tr","92,5",4,Nestor Fastighetsmäkleri,4666,5795000
5 april 2019,"Solberga Hagväg 18, vån 4",94,4,Fastighetsbyrån Hägersten/Älvsjö,5138,3250000
5 april 2019,"Ormbergsvägen 10, vån 3",91,3,Notar,3730,6160000
5 april 2019,"Onsalagränd 15, entréplan",95,4,Notar,5105,2900000
4 april 2019,"Karlbergsvägen 62, 3 tr",94,4,BlumenthalHoffman Fastighetsmäkleri,1822,8850000
4 april 2019,"Hägerstensvägen 99A, 3 tr",90,4,Fastighetsbyrån Hägersten/Älvsjö,5801,5650000
4 april 2019,Maria prästgårdsgata 67,90,4,SkandiaMäklarna Stockholm Södermalm,4415,5800000
4 april 2019,"Sonja Kovalevskys Gata 6, 4 tr",91,4,Mäklarhuset Stockholm Innerstan,4605,7380000
3 april 2019,"Gävlegatan 26, 4 tr",94,4,HusmanHagberg Vasastan,4865,7650000
3 april 2019,"Bondegatan 74 A, 2 tr",92,4,Svenska Mäklarhuset Södermalm,4774,9000000
31 mars 2019,Bergsgatan 34,93,3,HusmanHagberg Kungsholmen,5217,7000000
30 mars 2019,Sturehillsvägen 13,95,4,Bjurfors Liljeholmen Hägersten,4679,6800000
30 mars 2019,"Folkparksvägen 130, vån 3",94,4,BOSTHLM Älvsjö,4961,3995000
29 mars 2019,"Melongatan 14, Vån 1",92,4,Fastighetsbyrån Hässelby,4687,2990000
29 mars 2019,"Sickla kanalgata 3, 2tr",93,4,Svenska Mäklarhuset Hammarby Sjöstad,5816,5750000
28 mars 2019,Lumagatan 13,93,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4466,5640000
28 mars 2019,Ålgrytebacken 14,94,4,Fastighetsbyrån Hägersten/Älvsjö,4216,3600000
28 mars 2019,Tideliusgränd 7,92,4,Fastighetsbyrån Stockholm - Södermalm,4913,7300000
28 mars 2019,"Magnus Ladulåsgatan 15, 2tr",93,4,Bjurfors Södermalm,4472,6050000
28 mars 2019,"Odelbergsvägen 34, 2 tr",94,4,Mäklarhuset Stockholm Innerstan,6347,5300000
27 mars 2019,"Grevgatan 21A, 3 tr",93,4,BlumenthalHoffman Fastighetsmäkleri,4622,9500000
26 mars 2019,"Pär Lagerkvists Gata 24, 9 tr",94,4,Karlsson & Uddare AB,4101,7350000
24 mars 2019,Ringstedsgatan 52,"91,5",4,Fastighetsbyrån Kista,5534,2705000
23 mars 2019,Tideliusgatan 63,90,4,Bjurfors Södermalm,4134,6300000
22 mars 2019,"Sköndalsvägen 116, 4tr","92,5",4,Notar,4927,3175000
21 mars 2019,Beckombergavägen 217,93,4,Fjelkners Fastighetsmäkleri,5369,3700000
21 mars 2019,Vingavägen 10,90,4,Notar,5075,4400000
21 mars 2019,Vintrosagatan 54 8tr,90,4,BOSTHLM Älvsjö,4545,2520000
21 mars 2019,"Norrbackagatan 42, 3 tr","93,2",4,Erik Olsson Fastighetsförmedling,4546,8100000
20 mars 2019,Korphoppsgatan 22,90,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5355,5325000
17 mars 2019,Wallingatan 9,90,4,Bjurfors Vasastan,3547,12200000
15 mars 2019,Helgagatan 36N,"94,5",3,Historiska Hem,5283,7400000
15 mars 2019,Melongatan 16,92,4,BOSTHLM Fastighetsmäklare AB,4708,3000000
14 mars 2019,Ätravägen 18,90,4,Bjurfors Hammarby/Skarpnäck & Farsta,5143,4720000
13 mars 2019,"Torsbygatan 20, 4 tr",91,4,Fastighetsbyrån Farsta/ Högdalen/ Skogås,4360,3000000
13 mars 2019,Tideliusgränd 9,91,4,Fastighetsbyrån Stockholm - Södermalm,4877,7490000
13 mars 2019,Atlasgatan 3,92,3,BOSTHLM,4016,7500000
13 mars 2019,"Erstagatan 20, 2 tr",93,3,Mäklarhuset Stockholm Innerstan,2366,7925000
13 mars 2019,Lämmelgränd 11,91,4,Notar,4576,6290000
11 mars 2019,"Hårdvallsgatan 11, 4 tr",92,4,Länsförsäkringar Fastighetsförmedling Stockholm - Östermalm,5374,6600000
11 mars 2019,Pontonjärgatan 4 6tr,95,4,Karlsson & Uddare AB,6589,7300000
11 mars 2019,"Gullmarsvägen 29, 7+8tr",90,4,Notar,4239,5750000
9 mars 2019,Yttersta Tvärgränd 4,90,4,Notar,4119,12500000
8 mars 2019,"Ringvägen 9F, 2 tr",93,4,HusmanHagberg Södermalm/Gamla Stan,2952,7300000
7 mars 2019,Bastugatan 2,95,4,Innerstadsspecialisten S AB,4785,7050000
6 mars 2019,Krukmakargatan 45,90,4,Fastighetsbyrån Stockholm - Södermalm,3341,6900000
6 mars 2019,Majrovägen 29,93,4,Svensk Fastighetsförmedling Farsta-Enskede,6354,4020000
6 mars 2019,Skeppstavägen 31,93,4,Wallenberg Fastighetsförmedling,5515,3050000
4 mars 2019,Skeppstavägen 29,93,4,Mäklarringen Farsta-Bandhagen-Årsta,5517,2800000
1 mars 2019,"Rödabergsgatan 7, 3-4 tr",90,3,Alicia Edelman Fastighetsmäkleri,3554,7300000
23 februari 2019,Svartviksslingan 33,"90,5",4,Fastighetsbyrån Bromma,5112,5500000
