Date,Adress,Size,Rooms,Broker,Rent,Price
20181012.0,Valhallavägen 152B,94.0,4.0,Erik Olsson Fastighetsförmedling,3148.0,7750000.0
20181012.0,Ekholmsvägen 208,94.0,4.0,Brokr Fastighetsmäklare,4013.0,3100000.0
20181010.0,Götalandsvägen 232,93.0,4.0,BOSTHLM Älvsjö,4823.0,4995000.0
2018109.0,Ångströmsgatan 11,92.0,4.0,Karlsson & Uddare AB,4544.0,8360000.0
2018107.0,Västertorpsvägen 158,93.0,4.0,Mäklarringen Hägersten/Skärholmen/Älvsjö,4810.0,3670000.0
2018107.0,Bäverbäcksgränd 70,90.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bandhagen,6502.0,2200000.0
2018106.0,Torsplan 8,91.0,4.0,HusmanHagberg Vasastan,5179.0,8750000.0
2018106.0,Götalandsvägen 230,93.0,4.0,Mäklarringen Enskede,5044.0,4800000.0
2018105.0,Hårdvallsgatan 11,92.0,4.0,Notar,5154.0,7050000.0
2018104.0,Vingårdsgatan 44,95.0,4.0,Södermäklarna,4436.0,6100000.0
2018103.0,Rådmansgatan 39 A,90.0,4.0,Erik Olsson Fastighetsförmedling,3602.0,8150000.0
2018102.0,Grev Magnigatan 8,94.0,3.0,Behrer & Partners,3497.0,10150000.0
2018102.0,Sköntorpsvägen 128,94.0,4.0,Svenska Mäklarhuset Årsta/Enskede,5118.0,4900000.0
2018101.0,Folkparksvägen 160,90.5,3.0,Fastighetsbyrån Hägersten/Älvsjö,5266.0,3700000.0
20180928.0,Rigagatan 6,92.0,4.0,BlumenthalHoffman Fastighetsmäkleri,3893.0,9400000.0
20180927.0,Glasfibergatan 19,92.0,4.0,Notar,4786.0,4660000.0
20180927.0,Färgargårdstorget 60,90.0,3.0,BOSTHLM Fastighetsmäklare AB,3772.0,6075000.0
20180927.0,Lillhagsvägen 10,90.0,4.0,SkandiaMäklarna Älvsjö,5899.0,2250000.0
20180927.0,Sandfjärdsgatan 84,91.5,4.0,Svenska Mäklarhuset Årsta/Enskede,4627.0,4000000.0
20180927.0,Franzéngatan 75,93.0,4.0,Karlsson & Uddare AB,3576.0,7825000.0
20180926.0,Garagevägen 9,91.0,4.0,Svensk Fastighetsförmedling Hammarbyhöjden,4632.0,5100000.0
20180926.0,Älvsåkersgränd 45,95.0,4.0,Erik Olsson Fastighetsförmedling,5597.0,2310000.0
20180925.0,Blecktornsstigen 12,93.0,4.0,Fastighetsbyrån Stockholm - Södermalm,5133.0,8350000.0
20180925.0,Gamla Tyresövägen 351 B,94.0,4.0,Mäklarringen Enskede,3953.0,5710000.0
20180925.0,Pargasgatan 13,93.0,4.0,Brokr Fastighetsmäklare,4917.0,2300000.0
20180922.0,Blecktornsstigen 3,93.0,4.0,Fastighetsbyrån Stockholm - Södermalm,5076.0,8800000.0
20180922.0,Ymsenvägen 5,91.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,4516.0,5350000.0
20180922.0,Drottninggatan 110 B,91.0,3.0,Edward & Partners Fastighetsmäklare AB,2481.0,8600000.0
20180921.0,Olof Dalins Väg 20,92.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,5424.0,7100000.0
20180920.0,Svartviksslingan 86,90.5,4.0,Fastighetsbyrån Bromma,5261.0,5420000.0
20180919.0,Hantverkargatan 56,90.0,4.0,Edward & Partners Fastighetsmäklare AB,4536.0,7525000.0
20180916.0,Sankt Eriksplan 15,91.0,3.0,Mäklarhuset Stockholm Innerstan,3536.0,10100000.0
20180915.0,Lillhagsvägen 22,90.0,4.0,SkandiaMäklarna Älvsjö,7363.0,2170000.0
20180914.0,Lars Forssells gata 18,92.5,4.0,BOSTHLM,3493.0,7150000.0
20180914.0,Gröndalsvägen 149,93.0,4.0,Notar,4115.0,5700000.0
20180913.0,Odelbergsvägen 34,94.0,4.0,Svensk Fastighetsförmedling Hammarbyhöjden,6347.0,5630000.0
20180912.0,Lämmelgränd 3,91.0,4.0,Bjurfors Bromma,4575.0,5320000.0
20180912.0,Blackebergsbacken 1,94.5,4.0,HusmanHagberg Bromma,5420.0,4400000.0
2018097.0,David Bagares gata 22,95.0,4.0,Vision Mäkleri AB,3544.0,8450000.0
2018097.0,Luftskeppsgatan 10,90.0,4.0,HusmanHagberg Enskede,6622.0,2900000.0
2018096.0,Ullvidevägen 43,91.0,4.0,Fastighetsbyrån Hässelby/Vällingby/Spånga,4393.0,2800000.0
2018095.0,Beckomberga Ängsväg 20,91.0,4.0,Fastighetsbyrån Bromma,4730.0,4100000.0
2018095.0,Ullaredsgränd 24,95.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,5400.0,2825000.0
2018094.0,Sandfjärdsgatan 132,91.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,4578.0,4410000.0
2018094.0,Lillhagsvägen 36,90.0,4.0,HusmanHagberg Älvsjö,5865.0,2500000.0
2018091.0,Boktryckarvägen 8,91.0,4.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,5693.0,5600000.0
20180831.0,Skarpnäcks Allé 66,92.0,4.0,Fastighetsbyrån Enskede,5608.0,3050000.0
20180831.0,Telefonvägen 25,92.0,4.0,Bjurfors Liljeholmen Hägersten,5042.0,5750000.0
20180831.0,Sibbarpsgränd 7,95.0,4.0,SkandiaMäklarna Årsta,4813.0,2700000.0
20180831.0,Odelbergsvägen 21,94.0,3.0,HusmanHagberg Enskede,5727.0,4875000.0
20180831.0,Lars Forssells gata 20,92.5,4.0,Karlsson & Uddare AB,3494.0,6950000.0
20180831.0,Lillhagsvägen 32,90.0,4.0,Svensk Fastighetsförmedling Älvsjö,5773.0,2300000.0
20180830.0,Förmansvägen 25,92.0,4.0,BOSTHLM Fastighetsmäklare AB,4385.0,6160000.0
20180830.0,Ångströmsgatan 9 4tr,92.0,4.0,SkandiaMäklarna Stockholm Kungsholmen,4575.0,7900000.0
20180829.0,Babordsgatan 8,92.4,3.0,Fastighetsbyrån Stockholm - Hammarby Sjöstad,4224.0,5500000.0
20180829.0,Maltesholmsvägen 153,91.0,4.0,Mäklarringen Vällingby/Hässelby,6295.0,2590000.0
20180829.0,Ågesta Broväg 42 4tr,94.0,4.0,HusmanHagberg Farsta,5240.0,3800000.0
20180828.0,Kristallvägen 6,92.0,3.0,Fastighetsbyrån Hägersten/Älvsjö,5769.0,3395000.0
20180824.0,Slåttervallsgatan 9,93.0,4.0,Fastighetsbyrån Stockholm – Norra Djurgårdsstaden,4633.0,6650000.0
20180823.0,Härjedalsgatan 102,92.0,4.0,Svensk Fastighetsförmedling Vällingby/Hässelby/Spånga,4320.0,3050000.0
20180823.0,Södermannagatan 37,90.0,3.0,Innerstadsspecialisten S AB,3046.0,7900000.0
20180823.0,Korphoppsgatan 23,91.0,4.0,Svensk Fastighetsförmedling Hammarby Sjöstad,4194.0,5700000.0
20180821.0,Tallkrogsvägen 24,93.0,4.0,BOSTHLM,4838.0,5400000.0
20180813.0,Bryggvägen 14,92.0,4.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4506.0,5800000.0
20180810.0,Västertorpsvägen 140,95.0,4.0,Svenska Mäklarhuset Hägersten/Liljeholmen,4670.0,4150000.0
20180810.0,Kratsbodavägen 46C,90.0,4.0,MOHV Bromma,4530.0,6000000.0
2018088.0,Blackebergsbacken 1,94.5,4.0,HusmanHagberg Bromma,5420.0,4500000.0
2018087.0,Ätravägen 18,90.0,4.0,Mäklarhuset Enskede,5143.0,4000000.0
2018086.0,Inedalsgatan 9C,95.0,4.0,Fastighetsbyrån Stockholm - Kungsholmen,4272.0,6930000.0
2018082.0,Götgatan 116,93.0,4.0,Södermäklarna,3968.0,5890000.0
20180730.0,Sankt Eriksplan 15,91.0,3.0,Eklund Stockholm New York,3502.0,8900000.0
20180728.0,Elinsborgsbacken 22,94.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Kista/Tensta,6059.0,2270000.0
20180724.0,Lofotengatan 15,91.0,4.0,Hemverket AB,5387.0,2420000.0
20180717.0,Hållsätrabacken 32,94.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,6134.0,2700000.0
20180714.0,Bäverbäcksgränd 84,90.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bandhagen,6650.0,2700000.0
20180712.0,Drakenbergsgatan 15,92.0,4.0,Fastighetsbyrån Stockholm - Södermalm,3824.0,6850000.0
2018079.0,Kotkagatan 15,93.0,4.0,HusmanHagberg Kista,5243.0,2170000.0
2018076.0,Folkparksvägen 166,91.5,3.0,Svenska Mäklarhuset Älvsjö/Bandhagen,5313.0,3800000.0
2018072.0,Östersundsgatan 6,91.0,4.0,Mäklarhuset Vällingby-Hässelby,4815.0,3300000.0
20180628.0,Fallskärmsgatan 6,93.4,4.0,Svensk Fastighetsförmedling Farsta-Enskede,5505.0,2650000.0
20180628.0,Kratsbodavägen 44C,95.0,4.0,Svenska Mäklarhuset Sundbyberg,4782.0,5550000.0
20180626.0,Fyrvaktarkroken 70,92.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,5579.0,5025000.0
20180621.0,Gröndalsvägen 206,94.0,4.0,Notar,3846.0,4900000.0
20180621.0,Dörjgränd 4,92.0,4.0,Svensk Fastighetsförmedling Sthlm Södermalm,3539.0,6400000.0
20180620.0,Dalagatan 60,92.0,4.0,Innerstadsspecialisten Stockholm AB,3595.0,9400000.0
20180619.0,Skebokvarnsvägen 51D,90.5,4.0,Svensk Fastighetsförmedling Älvsjö,4982.0,3895000.0
20180617.0,Textilgatan 23,95.0,4.0,HusmanHagberg Hammarby Sjöstad,5156.0,6750000.0
20180615.0,Aprikosgatan 80,95.0,4.0,Mäklarringen Vällingby/Hässelby,6666.0,2130000.0
20180615.0,Patentgatan 1,93.5,4.0,Karlsson & Uddare AB,4717.0,6300000.0
20180614.0,Östersundsgatan 2,91.0,4.0,Mäklarringen Vällingby/Hässelby,4815.0,3250000.0
20180612.0,Beckomberga Ängsväg 24,91.0,4.0,SkandiaMäklarna Spånga,4730.0,4200000.0
20180612.0,Husarviksgatan 10,93.0,4.0,Notar,5106.0,8370000.0
2018068.0,Trollesundsvägen 17,92.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bandhagen,6439.0,2580000.0
2018068.0,Knäredsgränd 28,95.0,4.0,BOSTHLM Fastighetsmäklare AB,5177.0,2800000.0
2018068.0,Fleminggatan 45,90.0,4.0,Karlsson & Uddare AB,3313.0,7800000.0
2018067.0,Harplingegränd 72,95.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,4979.0,2610000.0
2018067.0,Svartviksslingan 102,91.0,4.0,Notar,5345.0,4250000.0
2018063.0,Annedalsvägen 59,94.0,4.0,Fastighetsbyrån Bromma,4759.0,4510000.0
2018061.0,Sjöbjörnsvägen 6,94.0,4.0,Notar,5916.0,6495000.0
2018061.0,Lofotengatan 15,91.0,4.0,Svensk Fastighetsförmedling Kista,5695.0,2650000.0
20180531.0,Pilvingegatan 48,90.0,4.0,HusmanHagberg Enskede,5373.0,2975000.0
20180531.0,Filipstadsbacken 46,91.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Farsta,4745.0,2605000.0
20180530.0,Idungatan 1B,90.0,3.0,Fastighetsbyrån Stockholm - Vasastan,4753.0,7850000.0
20180530.0,Nockeby torg 27,95.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,4229.0,5600000.0
20180526.0,Herrängsvägen 1 C,91.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,6595.0,3700000.0
20180525.0,Skagersvägen 26,91.0,4.0,Svensk Fastighetsförmedling Årsta,5334.0,5350000.0
20180525.0,Kristinebergsvägen 38,94.0,4.0,SkandiaMäklarna Stockholm Kungsholmen,4195.0,6495000.0
20180524.0,Högbergsgatan 72,91.0,3.0,Svensk Fastighetsförmedling Sthlm Södermalm,3590.0,7785000.0
20180523.0,Ralångsvägen 1 A,93.0,4.0,Erik Olsson Fastighetsförmedling,4452.0,5620000.0
20180523.0,Virkesvägen 19D,93.0,4.0,FANTASTIC FRANK SJÖSTADEN,4999.0,6250000.0
20180521.0,Skeppargatan 96,92.5,4.0,Fastighetsbyrån Stockholm – Östermalm,4713.0,7005000.0
20180517.0,Bergslagsvägen 74,90.5,4.0,Notar,4904.0,4200000.0
20180516.0,Dalbobranten 30,94.0,4.0,Fastighetsbyrån Farsta/ Högdalen/ Skogås,4671.0,4350000.0
20180516.0,Bo Bergmans gata 3,92.0,3.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,3186.0,7100000.0
20180514.0,Ringvägen 151,94.0,3.0,Fastighetsbyrån Stockholm - Södermalm,3974.0,6950000.0
20180514.0,Hägerstensvägen 97B,93.5,4.0,Svenska Mäklarhuset Hägersten/Liljeholmen,5923.0,5395000.0
20180511.0,Valhallavägen 47,94.0,4.0,HusmanHagberg Östermalm,5012.0,6625000.0
20180511.0,Melongatan 14,92.0,4.0,Svenska Mäklarhuset Vällingby,4687.0,2895000.0
20180510.0,Roslagsgatan 28,93.4,4.0,Nestor Fastighetsmäkleri,2986.0,7100000.0
20180510.0,Beckomberga Ängsväg 47,92.0,4.0,Svenska Mäklarhuset Vällingby,5231.0,3995000.0
2018059.0,Skäftingebacken 40,94.0,4.0,Fastighetsbyrån Kista,6290.0,1995000.0
2018059.0,Norra Stationsgatan 95A,90.0,4.0,Fastighetsbyrån Stockholm - Vasastan,3569.0,6450000.0
2018058.0,Beckomberga ängsväg 47,92.0,4.0,Erik Olsson Fastighetsförmedling,5231.0,4100000.0
2018058.0,Trollesundsvägen 45,91.0,4.0,Mäklarhuset Enskede,6469.0,2495000.0
2018056.0,Drakenbergsgatan 23,92.0,4.0,Fastighetsbyrån Stockholm - Södermalm,3824.0,6875000.0
2018054.0,Svartviksslingan 71,91.0,4.0,MOHV Bromma,4764.0,4850000.0
2018053.0,Ålgrytebacken 3,94.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,4133.0,3110000.0
2018053.0,Jenny Nyströms gata 12,95.0,4.0,Södermäklarna,6764.0,3200000.0
2018053.0,Babordsgatan 7,91.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,5120.0,6100000.0
2018051.0,Ullaredsgränd 24,95.0,4.0,Notar,5358.0,2550000.0
20180427.0,Älvsjö Torg 17,90.0,4.0,Svenska Mäklarhuset Älvsjö/Bandhagen,3636.0,4680000.0
20180426.0,Drottningholmsvägen 55,93.5,4.0,Fastighetsbyrån Stockholm - Kungsholmen,4690.0,7000000.0
20180425.0,Henriksdalsallén 24A,92.5,4.0,FANTASTIC FRANK SJÖSTADEN,4876.0,5850000.0
20180425.0,Ormbergsvägen 16,92.0,3.0,Notar,5371.0,6025000.0
20180425.0,Lingvägen 122,93.0,4.0,Svensk Fastighetsförmedling Farsta-Enskede,6280.0,3895000.0
20180424.0,Lars Forssells gata 20,92.5,4.0,HusmanHagberg Kungsholmen,3693.0,6800000.0
20180422.0,Södermannagatan 41 B,93.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,4388.0,7850000.0
20180421.0,Wollmar Yxkullsgatan 38,91.0,4.0,Historiska Hem,3310.0,7325000.0
20180420.0,Ymsenvägen 5,91.5,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,4416.0,5710000.0
20180420.0,Fatburs Kvarngata 28,92.0,4.0,SkandiaMäklarna Stockholm Södermalm,5286.0,5800000.0
20180420.0,Yttersta Tvärgränd 4,93.0,4.0,Innerstadsspecialisten S AB,3958.0,11000000.0
20180419.0,Taxgatan 4,91.0,4.0,Fastighetsbyrån Stockholm – Norra Djurgårdsstaden,4744.0,7075000.0
20180419.0,Ymsenvägen 5,91.5,4.0,Notar,4466.0,5695000.0
20180419.0,Multrågatan 120,92.0,4.0,Mäklarhuset Vällingby-Hässelby,5434.0,2850000.0
20180419.0,Filipstadsbacken 50,91.0,4.0,Notar,4711.0,3150000.0
20180419.0,Svartviksslingan 67,91.0,4.0,MOHV Bromma,4731.0,5400000.0
20180413.0,Båstadsvägen 19,90.5,4.0,Bjurfors Hammarby/Skarpnäck & Farsta,5906.0,4400000.0
20180412.0,Slättgårdsvägen 107,95.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,4773.0,3780000.0
2018046.0,Atlasmuren 16,91.0,3.0,Svensk Fastighetsförmedling Sthlm Vasastan,4280.0,6600000.0
2018041.0,Johanneshovsvägen 114,95.0,4.0,Fastighetsbyrån Årsta,5213.0,4795000.0
20180329.0,Götalandsvägen 239,95.0,4.0,SkandiaMäklarna Älvsjö,4908.0,4200000.0
20180329.0,Boktryckarvägen 8,93.0,4.0,BOSTHLM Fastighetsmäklare AB,5825.0,5200000.0
20180328.0,Johanneshovsvägen 110,95.0,4.0,Notar,5433.0,5650000.0
20180328.0,Drakenbergsgatan 19,90.0,4.0,Fastighetsbyrån Stockholm - Södermalm,3938.0,7000000.0
20180328.0,Kratsbodavägen 44C,95.0,4.0,Svenska Mäklarhuset Sundbyberg,4782.0,5650000.0
20180328.0,Maltesholmsvägen 153,91.0,4.0,Mäklarringen Vällingby/Hässelby,6295.0,3600000.0
20180323.0,Kristinebergsvägen 14,94.0,4.0,HusmanHagberg Kungsholmen,3888.0,6400000.0
20180322.0,Odd Fellowvägen 19,94.0,4.0,Mäklarringen Hägersten/Skärholmen/Älvsjö,5168.0,3310000.0
20180322.0,Svartviksslingan 94,90.5,4.0,MOHV Bromma,5408.0,5450000.0
20180321.0,Klas Klättermus gata 7,95.0,4.0,Notar,4833.0,4800000.0
20180320.0,Björnsonsgatan 331,94.5,4.0,Fastighetsbyrån Bromma,7005.0,3295000.0
20180320.0,Korphoppsgatan 20,93.0,4.0,Svenska Mäklarhuset Hammarby Sjöstad,5470.0,5695000.0
20180320.0,Hildebergsvägen 2,90.5,4.0,SkandiaMäklarna Hägersten,5660.0,4520000.0
20180320.0,Erik Tegels Väg 39,93.0,4.0,Mäklarhuset Spånga,5124.0,2250000.0
20180317.0,Sturehillsvägen 9,91.0,4.0,SkandiaMäklarna Hägersten,4541.0,5650000.0
20180315.0,Eldsbergagränd 10,95.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,5026.0,2680000.0
20180315.0,Bjulevägen 23,94.0,4.0,Fastighetsmäklarna,7496.0,3400000.0
20180315.0,Sandfjärdsgatan 104,91.5,4.0,Svenska Mäklarhuset Årsta/Enskede,4627.0,4200000.0
20180314.0,Barrstigen 28,90.0,4.0,Fastighetsbyrån Bromma,3225.0,4450000.0
20180314.0,Sandelsgatan 28,93.0,4.0,Bostadsrättsspecialisten,3121.0,8200000.0
20180313.0,Svartviksslingan 104,91.0,4.0,Fastighetsbyrån Bromma,5038.0,4895000.0
20180313.0,Birkagatan 1,91.0,3.0,SkandiaMäklarna Stockholm Vasastan,653.0,9200000.0
20180311.0,Textilgatan 25,95.0,4.0,FANTASTIC FRANK SJÖSTADEN,5156.0,6895000.0
2018039.0,Svartviksslingan 112,90.5,4.0,MOHV Bromma,5098.0,5010000.0
2018038.0,Varmfrontsgatan 4,90.0,4.0,Notar,5535.0,2700000.0
2018038.0,Elinsborgsbacken 38,94.0,4.0,Mäklarhuset Spånga,6059.0,2000000.0
2018037.0,Hebergsgränd 23,95.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,5175.0,2500000.0
2018037.0,Skäftingebacken 9,94.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Kista/Tensta,6290.0,2000000.0
2018037.0,Karlaplan 21B,94.0,4.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,3148.0,7350000.0
2018032.0,Majrovägen 23,93.0,4.0,ERA Enskede-Farsta kontoret,6229.0,3900000.0
2018031.0,Sjöfartsgatan 9,90.0,4.0,FANTASTIC FRANK SJÖSTADEN,5180.0,6950000.0
2018031.0,Tackjärnsvägen 12,93.0,4.0,Svensk Fastighetsförmedling Bromma,4027.0,4825000.0
20180228.0,Redargatan 3 lgh 1102,93.0,3.0,HusmanHagberg Hammarby Sjöstad,5320.0,4650000.0
20180227.0,Tideliusgatan 39,90.0,4.0,HusmanHagberg Södermalm/Gamla Stan,2714.0,6575000.0
20180227.0,Skäftingebacken 12,94.0,4.0,Svensk Fastighetsförmedling Kista,6348.0,2350000.0
20180223.0,Götgatan 120,90.0,4.0,Fastighetsbyrån Stockholm - Södermalm,3745.0,5900000.0
20180223.0,Vantörsvägen 276,95.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,4711.0,3920000.0
20180222.0,Stavangergatan 64,91.0,4.0,Fastighetsbyrån Kista,6361.0,2500000.0
20180222.0,Fyrskeppsvägen 50,90.0,4.0,Svensk Fastighetsförmedling Hammarbyhöjden,5480.0,4500000.0
20180222.0,Majrovägen 19,93.0,4.0,ERA Enskede-Farsta kontoret,6229.0,3950000.0
20180222.0,Rörläggarvägen 22,94.0,4.0,HusmanHagberg Bromma,4218.0,5100000.0
20180221.0,Sturehillsvägen 5,95.0,4.0,SkandiaMäklarna Hägersten,4679.0,6010000.0
20180216.0,Klas Klättermus gata 3,95.0,4.0,Notar,4833.0,4830000.0
20180215.0,Mössebergsvägen 22,92.0,4.0,Svenska Mäklarhuset Bromma,4306.0,4900000.0
20180214.0,Hornsgatan 141 C,94.0,4.0,Fastighetsbyrån Stockholm - Södermalm,4538.0,6300000.0
20180214.0,Ålgrytebacken 14,94.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,4216.0,2790000.0
20180212.0,Götalandsvägen 237,95.0,4.0,Svensk Fastighetsförmedling Älvsjö,4908.0,4150000.0
20180212.0,Folkparksvägen 178,92.5,4.0,Svenska Mäklarhuset Älvsjö/Bandhagen,5915.0,4000000.0
2018029.0,Västertorpsvägen 10,91.5,4.0,Fastighetsbyrån Hägersten/Älvsjö,5870.0,4400000.0
2018029.0,Löjtnantsgatan 24,91.0,4.0,Erik Olsson Fastighetsförmedling,2774.0,7650000.0
2018027.0,Sickla Kanalgata 91,95.0,4.0,Svenska Mäklarhuset Hammarby Sjöstad,5821.0,5525000.0
2018026.0,Gustav III:s väg 50,92.0,4.0,Fastighetsbyrån Bromma,5380.0,4880000.0
2018026.0,Härjedalsgatan 118 - etagelägenhet,92.0,4.0,Fastighetsbyrån Hässelby/Vällingby/Spånga,4390.0,3150000.0
2018026.0,Instrumentvägen 30,95.0,4.0,HusmanHagberg Hägersten,4515.0,6750000.0
2018025.0,Brålunden 8,90.0,4.0,Fjelkners Fastighetsmäkleri,4946.0,5350000.0
2018024.0,Verkstadsgatan 9,94.7,3.0,Notar,4870.0,7350000.0
2018024.0,Götgatan 94,93.0,3.0,SkandiaMäklarna Stockholm Södermalm,2887.0,7300000.0
2018022.0,Slättgårdsvägen 107,95.0,4.0,Mäklarringen Hägersten/Skärholmen/Älvsjö,4763.0,3780000.0
2018022.0,Instrumentvägen 43,91.0,4.0,HusmanHagberg Hägersten,5724.0,5300000.0
2018022.0,Tummelisas gata 4,95.0,4.0,Svenska Mäklarhuset Bromma,5460.0,4600000.0
2018021.0,Gransätragränd 39,94.5,4.0,Tomas Mäklarbyrå AB,4980.0,2850000.0
20180131.0,Helsingforsgatan 59,90.0,4.0,Fastighetsbyrån Kista,5191.0,2360000.0
20180129.0,Gävlegatan 26,95.0,4.0,Karlsson & Uddare AB,4750.0,7500000.0
20180128.0,Sturehillsvägen 5,94.0,4.0,Notar,4644.0,6000000.0
20180125.0,Dalbobranten 32,94.0,4.0,Fastighetsbyrån Farsta/ Högdalen/ Skogås,4607.0,4500000.0
20180125.0,Skaraborgsgatan 9,90.5,4.0,Södermäklarna,5934.0,6820000.0
20180125.0,Edagränd 12,93.0,4.0,SkandiaMäklarna Enskede,5411.0,3900000.0
20180125.0,Fyrskeppsvägen 66,91.0,4.0,Erik Olsson Fastighetsförmedling,5667.0,4300000.0
20180125.0,Skedviksvägen 36,94.5,4.0,Diplomat Fastighetmäkleri,5477.0,5250000.0
20180124.0,Beckombergavägen 213,94.0,4.0,Svenska Mäklarhuset Vällingby,5414.0,4200000.0
20180123.0,Beckomberga Ängsväg 41,91.0,4.0,Svenska Mäklarhuset Bromma,4800.0,4050000.0
20180122.0,Tideliusgatan 53 3tr,90.0,4.0,Fastighetsmäklarna,4199.0,6410000.0
20180122.0,Vinggatan 34,94.0,4.0,HusmanHagberg Enskede,5527.0,2850000.0
20180119.0,Tummelisas gata 4,95.0,4.0,Fastighetsbyrån Bromma,5460.0,4300000.0
20180119.0,Tideliusgatan 41,90.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,2714.0,6810000.0
20180118.0,Emilia fogelklous gata 23,95.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,4380.0,4200000.0
20180118.0,Snörmakarvägen 29,90.0,4.0,Notar,5313.0,5400000.0
20180117.0,Johanneshovsvägen 110,95.0,4.0,Fastighetsbyrån Årsta,5213.0,4850000.0
20180117.0,Annedalsvägen 22,95.0,4.0,Svenska Mäklarhuset Annedal/Mariehäll,5096.0,4220000.0
20180117.0,Emils Gata 11 A,94.0,4.0,Svenska Mäklarhuset Bromma,5375.0,4445000.0
20180116.0,Edagränd 12,93.0,4.0,HusmanHagberg Farsta,5411.0,4210000.0
2018019.0,Elkabelgatan 5,93.0,4.0,BOSTHLM Fastighetsmäklare AB,4824.0,4650000.0
20171221.0,Storsegelvägen 10,90.0,4.0,Fastighetsmäklarna,4875.0,6600000.0
20171219.0,Härjedalsgatan 78,92.0,4.0,Bjurfors Vällingby/Hässelby,4319.0,2795000.0
20171218.0,Sankt Göransgatan 123,92.5,4.0,Notar,4267.0,6800000.0
20171216.0,Lillhagsvägen 22,90.0,4.0,Notar,7363.0,2195000.0
20171215.0,Eldsbergagränd 6,95.0,4.0,Fastighetsbyrån Hägersten/Älvsjö,4761.0,2500000.0
20171215.0,Beckomberga Ängsväg 41,91.0,4.0,Svenska Mäklarhuset Vällingby,4800.0,4095000.0
20171215.0,Fartygsgatan 6,91.0,4.0,Svenska Mäklarhuset Hammarby Sjöstad,5347.0,5530000.0
20171215.0,Hildebergsvägen 14,95.0,4.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,5846.0,4620000.0
20171214.0,Slättåkragränd 26,95.0,4.0,Notar,5255.0,2840000.0
20171214.0,Gransätragränd 33,90.0,4.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4685.0,3000000.0
20171213.0,Ångströmsgatan 11,92.0,4.0,Karlsson & Uddare AB,4575.0,7500000.0
2017128.0,Byggmästarvägen 5,93.0,4.0,Fjelkners Fastighetsmäkleri,6056.0,4200000.0
2017121.0,Stavangergatan 78,91.0,4.0,SkandiaMäklarna Kista,6464.0,2600000.0
2017121.0,Ringvägen 151A,94.0,3.0,Södermäklarna,3974.0,6100000.0
20171130.0,Melongatan 16,92.0,4.0,Fastighetsbyrån Hässelby,4687.0,3250000.0
20171130.0,Bävervägen 40,92.0,4.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,5457.0,4900000.0
20171130.0,Drakenbergsgatan 1,90.0,4.0,Södermäklarna,3938.0,6500000.0
20171130.0,Skäftingebacken 32,94.0,4.0,HusmanHagberg Kista,6348.0,2020000.0
20171129.0,Skeppstavägen 29,93.0,4.0,Fastighetsbyrån Farsta/ Högdalen/ Skogås,5516.0,2700000.0
20171129.0,Sorögatan 109,91.5,4.0,Notar,6054.0,2700000.0
20171129.0,Beckomberga allé 5,91.0,4.0,Svenska Mäklarhuset Bromma,4097.0,4850000.0
20171129.0,Primusgatan 87,91.0,4.0,Karlsson & Uddare AB,4983.0,6600000.0
20171129.0,Svartviksslingan 73,90.5,4.0,Svensk Fastighetsförmedling Bromma,4368.0,5350000.0
